"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT08","WT10"
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-02-19","0.03",,,"76","82","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-02-20","0.00",,,"78","83","75",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-02-21","0.00",,,"78","84","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-02-22","0.00",,,"77","83","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-02-23","0.02",,,"77","83","71",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-02-24","0.00",,,"76","83","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-02-25","0.00",,,"76","83","71",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-02-26","0.09",,,"76","82","70",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-02-27","0.00",,,"75","84","66",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-02-28","0.00",,,"76","81","72",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-01","0.00",,,"75","85","64",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-02","0.00",,,"75","85","61","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-03","0.00",,,"67","78","55",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-04","0.00",,,"64","76","55",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-05","0.00",,,"64","75","55",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-06","0.00",,,"67","78","57",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-07","0.34",,,"71","79","61",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-08","0.00",,,"62","70","52",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-09","0.00",,,"59","68","50",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-10","0.32",,,"63","77","51","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-11","0.07",,,"73","86","67",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-12","0.01",,,"73","79","55",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-13","0.00",,,"60","69","48",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-14","0.00",,,"60","73","49",,,,"    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-15","0.00",,,"58","71","45",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-16","0.00",,,"63","76","48",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-17","0.00",,,"69","79","57",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-18","0.00",,,"71","85","57",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-19","0.00",,,"74","87","62",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-20","0.00",,,"78","90","68","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-21","0.00",,,"72","78","56",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-22","0.00",,,"61","72","52",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-23","0.00",,,"61","74","48",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-24","0.00",,,"64","75","53",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-25","0.00",,,"69","82","56",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-26","0.06",,,"71","80","61","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-27","0.00",,,"72","76","68",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-28","0.00",,,"71","78","67",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-29","0.00",,,"74","80","70",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-30","0.00",,,"75","83","70",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-03-31","0.00",,,"74","81","64",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-01","0.00",,,"76","81","72",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-02","0.00",,,"75","83","67",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-03","0.00",,,"76","83","70",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-04","0.00",,,"75","85","66",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-05","0.00",,,"75","82","67",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-06","0.00",,,"76","82","72",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-07","0.00",,,"78","90","64",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-08","0.49",,,"76","85","70","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-09","0.00",,,"78","88","70",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-10","2.51",,,"77","88","66","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-11","0.00",,,"71","79","67",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-12","0.00",,,"73","80","59",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-13","0.00",,,"75","80","70",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-14","0.00",,,"78","85","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-15","1.22",,,"80","85","70","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-16","0.00",,,"71","76","58",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-17","0.00",,,"65","75","55",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-18","0.00",,,"69","80","58",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-19","0.00",,,"73","83","61",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-20","0.00",,,"75","83","64",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-21","0.00",,,"77","83","75",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-22","0.16",,,"77","82","71","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-23","0.53",,,"77","82","71","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-24","1.46",,,"76","87","70","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-25","0.00",,,"73","82","63",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-26","0.00",,,"72","82","60",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-27","0.94",,,"74","83","65","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-28","0.00",,,"73","83","64",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-29","0.00",,,"75","83","66",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-04-30","0.00",,,"77","83","68",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-01","0.00",,,"76","81","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-02","0.00",,,"76","81","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-03","0.00",,,"76","83","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-04","0.00",,,"77","82","75",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-05","0.01",,,"78","84","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-06","0.28",,,"77","86","71","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-07","0.00",,,"77","85","70",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-08","0.00",,,"79","84","71",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-09","0.00",,,"78","83","67",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-10","0.00",,,"77","84","68",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-11","0.00",,,"78","84","69",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-12","0.00",,,"78","81","75",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-13","3.19",,,"74","78","69","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-14","1.09",,,"74","82","68","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-15","0.31",,,"77","86","71","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-16","0.00",,,"76","84","71",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-17","0.21",,,"76","82","72",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-18","0.11",,,"76","84","73",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-19","1.56",,,"75","77","70","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-20","0.59",,,"75","82","71","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-21","0.15",,,"78","84","71","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-22","0.32",,,"78","80","71","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-23","0.02",,,"79","85","74","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-24","0.00",,,"79","85","75",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-25","1.14",,,"77","81","72","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-26","1.28",,,"76","79","69","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-27","1.00",,,"76","84","72","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-28","0.00",,,"79","85","75",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-29","0.02",,,"79","86","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-30","0.08",,,"80","87","73","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-05-31","0.05",,,"79","85","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-01","0.00",,,"79","87","72",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-02","1.69",,,"78","85","72","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-03","0.00",,,"81","90","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-04","0.65",,,"82","90","70","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-05","0.20",,,"81","90","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-06","0.16",,,"79","88","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-07","0.97",,,"78","88","70","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-08","1.78",,,"76","87","70","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-09","0.04",,,"77","85","71",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-10","0.01",,,"79","85","73","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-11","1.33",,,"76","87","68","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-12","0.03",,,"77","85","72",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-13","0.00",,,"80","86","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-14","0.09",,,"80","87","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-15","0.09",,,"80","87","73",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-16","0.00",,,"79","88","72",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-17","0.00",,,"82","88","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-18","0.18",,,"83","88","75","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-19","0.00",,,"82","86","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-20","0.00",,,"81","87","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-21","0.00",,,"83","93","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-22","0.96",,,"81","90","76","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-23","1.32",,,"81","91","72","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-24","0.00",,,"82","89","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-25","0.20",,,"82","87","75","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-26","0.00",,,"82","89","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-27","0.00",,,"81","89","74",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-28","0.85",,,"78","89","73","    1",,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-29","0.15",,,"79","88","74",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-06-30","0.00",,,"80","87","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-01","0.07",,,"82","89","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-02","0.01",,,"83","89","75","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-03","0.30",,,"82","88","75","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-04","0.09",,,"81","88","73","    1",,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-05","1.77",,,"80","89","72","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-06","0.10",,,"81","88","71",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-07","0.00",,,"78","88","72",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-08","0.00",,,"81","89","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-09","0.00",,,"82","90","76",,,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-10","0.00",,,"81","88","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-11","0.00",,,"82","90","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-12","0.24",,,"83","92","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-13","0.00",,,"81","92","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-14","0.00",,,"82","91","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-15","0.00",,,"83","90","75",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-16","0.00",,,"84","91","77",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-17","0.01",,,"84","91","77","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-18","0.60",,,"82","92","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-19","0.00",,,"83","92","78",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-20","0.45",,,"84","94","77","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-21","0.04",,,"83","94","75","    1",,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-22","0.65",,,"82","94","73",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-23","0.02",,,"80","93","74",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-24","0.49",,,"83","91","77","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-25","0.40",,,"82","92","76","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-26","0.01",,,"84","93","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-27","0.02",,,"82","89","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-28","0.04",,,"83","89","74",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-29","0.29",,,"80","85","76","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-30","1.11",,,"80","86","74","    1",,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-07-31","0.16",,,"83","89","76","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-01","0.05",,,"84","89","77",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-02","0.00",,,"84","89","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-03","0.00",,,"85","89","79",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-04","0.00",,,"84","90","81",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-05","0.01",,,"85","89","81",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-06","0.42",,,"84","89","76","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-07","0.42",,,"82","89","75","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-08","0.00",,,"84","90","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-09","0.00",,,"83","90","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-10","1.31",,,"80","92","73","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-11","0.20",,,"78","90","73","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-12","0.42",,,"78","89","73","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-13","0.03",,,"81","90","74",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-14","0.14",,,"81","87","76","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-15","0.00",,,"83","89","76",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-16","0.00",,,"85","89","81",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-17","0.00",,,"85","89","81",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-18","0.00",,,"85","89","81",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-19","0.00",,,"85","91","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-20","0.28",,,"82","90","76","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-21","0.00",,,"82","90","76",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-22","0.00",,,"83","91","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-23","0.00",,,"83","91","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-24","0.00",,,"83","92","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-25","0.01",,,"83","89","80",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-26","0.02",,,"84","90","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-27","0.04",,,"84","90","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-28","0.35",,,"84","88","78","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-29","0.00",,,"84","90","80",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-30","0.18",,,"84","90","79","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-08-31","0.03",,,"84","89","80",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-01","0.15",,,"82","88","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-02","0.11",,,"82","86","77","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-03","2.10",,,"78","82","72","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-04","0.05",,,"82","89","75","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-05","0.00",,,"84","89","79",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-06","0.17",,,"84","89","73","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-07","0.05",,,"80","87","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-08","0.01",,,"80","87","74",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-09","0.01",,,"80","89","74",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-10","0.00",,,"81","89","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-11","0.00",,,"82","90","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-12","0.00",,,"84","91","78",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-13","0.02",,,"83","90","77",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-14","0.00",,,"82","89","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-15","0.00",,,"83","91","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-16","0.00",,,"84","91","78",,,,"    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-17","0.00",,,"85","91","78",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-18","0.00",,,"85","90","79",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-19","0.00",,,"84","93","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-20","0.00",,,"84","93","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-21","0.01",,,"84","90","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-22","0.34",,,"83","89","76",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2018-09-23","0.00",,,"83","90","76",,,,,
